paragraph_id|label_id|x1|y1|x2|y2|text
-1|0|0.29261363636363635|0.0|0.4289417613636363|0.059027777777777776|Three-field
-1|1|0.4289417613636363|0.0|0.5215198863636363|0.059027777777777776|system
0|0|0.29261363636363635|0.1527777777777778|0.32386363636363635|0.18958333333333333|The
0|1|0.32386363636363635|0.1527777777777778|0.3957386363636364|0.18958333333333333|three-field
0|2|0.3957386363636364|0.1527777777777778|0.45003551136363634|0.18958333333333333|system
0|3|0.45003551136363634|0.1527777777777778|0.46761363636363634|0.18958333333333333|is
0|4|0.46761363636363634|0.1527777777777778|0.48206676136363635|0.18958333333333333|a
0|5|0.48206676136363635|0.1527777777777778|0.5336292613636363|0.18958333333333333|regime
0|6|0.5336292613636363|0.1527777777777778|0.5539417613636364|0.18958333333333333|of
0|7|0.5539417613636364|0.1527777777777778|0.5898792613636363|0.18958333333333333|crop
0|8|0.5898792613636363|0.1527777777777778|0.6476917613636364|0.18958333333333333|rotation
0|9|0.6476917613636364|0.1527777777777778|0.6797230113636363|0.18958333333333333|that
0|10|0.29261363636363635|0.18958333333333333|0.3262073863636364|0.2263888888888889|was
0|11|0.3262073863636364|0.18958333333333333|0.3644886363636364|0.2263888888888889|used
0|12|0.3644886363636364|0.18958333333333333|0.38245738636363635|0.2263888888888889|in
0|13|0.38245738636363635|0.18958333333333333|0.4476917613636363|0.2263888888888889|medieval
0|14|0.4476917613636363|0.18958333333333333|0.47855113636363633|0.2263888888888889|and
0|15|0.47855113636363633|0.18958333333333333|0.5164417613636363|0.2263888888888889|early
0|16|0.5164417613636363|0.18958333333333333|0.5734730113636364|0.2263888888888889|modern
0|17|0.5734730113636364|0.18958333333333333|0.6301136363636364|0.2263888888888889|Europe.
0|18|0.6301136363636364|0.18958333333333333|0.6680042613636363|0.2263888888888889|Crop
0|19|0.29261363636363635|0.2263888888888889|0.3504261363636364|0.26319444444444445|rotation
0|20|0.3504261363636364|0.2263888888888889|0.3680042613636364|0.26319444444444445|is
0|21|0.3680042613636364|0.2263888888888889|0.39495738636363636|0.26319444444444445|the
0|22|0.39495738636363636|0.2263888888888889|0.4543323863636363|0.26319444444444445|practice
0|23|0.4543323863636363|0.2263888888888889|0.47464488636363633|0.26319444444444445|of
0|24|0.47464488636363633|0.2263888888888889|0.5340198863636363|0.26319444444444445|growing
0|25|0.5340198863636363|0.2263888888888889|0.5484730113636364|0.26319444444444445|a
0|26|0.5484730113636364|0.2263888888888889|0.5945667613636363|0.26319444444444445|series
0|27|0.5945667613636363|0.2263888888888889|0.6148792613636364|0.26319444444444445|of
0|28|0.6148792613636364|0.2263888888888889|0.6765980113636363|0.26319444444444445|different
0|29|0.29261363636363635|0.26319444444444445|0.33441051136363636|0.3|types
0|30|0.33441051136363636|0.26319444444444445|0.3547230113636364|0.3|of
0|31|0.3547230113636364|0.26319444444444445|0.3984730113636364|0.3|crops
0|32|0.3984730113636364|0.26319444444444445|0.4164417613636363|0.3|in
0|33|0.4164417613636363|0.26319444444444445|0.44339488636363633|0.3|the
0|34|0.44339488636363633|0.26319444444444445|0.48636363636363633|0.3|same
0|35|0.48636363636363633|0.26319444444444445|0.5219105113636363|0.3|area
0|36|0.5219105113636363|0.26319444444444445|0.5398792613636363|0.3|in
0|37|0.5398792613636363|0.26319444444444445|0.6144886363636364|0.3|sequential
0|38|0.6144886363636364|0.26319444444444445|0.6808948863636364|0.3|seasons.
1|0|0.29261363636363635|0.3138888888888889|0.32386363636363635|0.3506944444444444|The
1|1|0.32386363636363635|0.3138888888888889|0.3957386363636364|0.3506944444444444|three-field
1|2|0.3957386363636364|0.3138888888888889|0.45003551136363634|0.3506944444444444|system
1|3|0.45003551136363634|0.3138888888888889|0.47230113636363635|0.3506944444444444|let
1|4|0.47230113636363635|0.3138888888888889|0.5305042613636364|0.3506944444444444|farmers
1|5|0.5305042613636364|0.3138888888888889|0.5695667613636364|0.3506944444444444|plant
1|6|0.5695667613636364|0.3138888888888889|0.6101917613636363|0.3506944444444444|more
1|7|0.6101917613636363|0.3138888888888889|0.6539417613636364|0.3506944444444444|crops
1|8|0.6539417613636364|0.3138888888888889|0.6848011363636364|0.3506944444444444|and
1|9|0.29261363636363635|0.3506944444444444|0.35901988636363635|0.3875|therefore
1|10|0.35901988636363635|0.3506944444444444|0.42151988636363635|0.3875|increase
1|11|0.42151988636363635|0.3506944444444444|0.5027698863636363|0.3875|production.
1|12|0.5027698863636363|0.3506944444444444|0.5480823863636364|0.3875|Under
