paragraph_id|label_id|x1|y1|x2|y2|text
-1|0|0.29261363636363635|0.0|0.43636363636363634|0.059027777777777776|Educational
-1|1|0.43636363636363634|0.0|0.6035511363636363|0.059027777777777776|measurement
0|0|0.29261363636363635|0.1527777777777778|0.29261363636363635|0.1527777777777778|None
0|1|0.29261363636363635|0.1527777777777778|0.37659801136363635|0.18958333333333333|Educational
0|2|0.37659801136363635|0.1527777777777778|0.47425426136363635|0.18958333333333333|measurement
0|3|0.47425426136363635|0.1527777777777778|0.5191761363636364|0.18958333333333333|refers
0|4|0.5191761363636364|0.1527777777777778|0.5387073863636364|0.18958333333333333|to
0|5|0.5387073863636364|0.1527777777777778|0.5656605113636364|0.18958333333333333|the
0|6|0.5656605113636364|0.1527777777777778|0.5957386363636363|0.18958333333333333|use
0|7|0.5957386363636363|0.1527777777777778|0.6160511363636363|0.18958333333333333|of
0|8|0.29261363636363635|0.18958333333333333|0.3758167613636364|0.2263888888888889|educational
0|9|0.3758167613636364|0.18958333333333333|0.47073863636363633|0.2263888888888889|assessments
0|10|0.47073863636363633|0.18958333333333333|0.5015980113636364|0.2263888888888889|and
0|11|0.5015980113636364|0.18958333333333333|0.5285511363636364|0.2263888888888889|the
0|12|0.5285511363636364|0.18958333333333333|0.5890980113636364|0.2263888888888889|analysis
0|13|0.5890980113636364|0.18958333333333333|0.6094105113636363|0.2263888888888889|of
0|14|0.6094105113636363|0.18958333333333333|0.6449573863636363|0.2263888888888889|data
0|15|0.6449573863636363|0.18958333333333333|0.6832386363636364|0.2263888888888889|such
0|16|0.29261363636363635|0.2263888888888889|0.31487926136363636|0.26319444444444445|as
0|17|0.31487926136363636|0.2263888888888889|0.3660511363636364|0.26319444444444445|scores
0|18|0.3660511363636364|0.2263888888888889|0.42972301136363633|0.26319444444444445|obtained
0|19|0.42972301136363633|0.2263888888888889|0.46761363636363634|0.26319444444444445|from
0|20|0.46761363636363634|0.2263888888888889|0.5508167613636363|0.26319444444444445|educational
0|21|0.5508167613636363|0.2263888888888889|0.6457386363636364|0.26319444444444445|assessments
0|22|0.6457386363636364|0.2263888888888889|0.6652698863636364|0.26319444444444445|to
0|23|0.29261363636363635|0.26319444444444445|0.32855113636363636|0.3|infer
0|24|0.32855113636363636|0.26319444444444445|0.3555042613636364|0.3|the
0|25|0.3555042613636364|0.26319444444444445|0.4125355113636363|0.3|abilities
0|26|0.4125355113636363|0.26319444444444445|0.44339488636363633|0.3|and
0|27|0.44339488636363633|0.26319444444444445|0.5344105113636364|0.3|proficiencies
0|28|0.5344105113636364|0.26319444444444445|0.5547230113636363|0.3|of
0|29|0.5547230113636363|0.26319444444444445|0.6223011363636364|0.3|students.
0|30|0.6223011363636364|0.26319444444444445|0.6535511363636364|0.3|The
0|31|0.29261363636363635|0.3|0.3769886363636364|0.3368055555555556|approaches
0|32|0.3769886363636364|0.3|0.43167613636363633|0.3368055555555556|overlap
0|33|0.43167613636363633|0.3|0.46566051136363634|0.3368055555555556|with
0|34|0.46566051136363634|0.3|0.5090198863636364|0.3368055555555556|those
0|35|0.5090198863636364|0.3|0.5269886363636364|0.3368055555555556|in
0|36|0.5269886363636364|0.3|0.6344105113636364|0.3368055555555556|psychometrics.
0|37|0.29261363636363635|0.3368055555555556|0.37659801136363635|0.3736111111111111|Educational
0|38|0.37659801136363635|0.3368055555555556|0.47425426136363635|0.3736111111111111|measurement
0|39|0.47425426136363635|0.3368055555555556|0.49183238636363635|0.3736111111111111|is
0|40|0.49183238636363635|0.3368055555555556|0.5187855113636364|0.3736111111111111|the
0|41|0.5187855113636364|0.3368055555555556|0.5887073863636363|0.3736111111111111|assigning
0|42|0.5887073863636363|0.3368055555555556|0.6090198863636364|0.3736111111111111|of
0|43|0.6090198863636364|0.3368055555555556|0.6769886363636364|0.3736111111111111|numerals
0|44|0.29261363636363635|0.3736111111111111|0.31214488636363635|0.41041666666666665|to
0|45|0.31214488636363635|0.3736111111111111|0.3523792613636364|0.41041666666666665|traits
0|46|0.3523792613636364|0.3736111111111111|0.3906605113636364|0.41041666666666665|such
0|47|0.3906605113636364|0.3736111111111111|0.41292613636363634|0.41041666666666665|as
