paragraph_id|label_id|x1|y1|x2|y2|text
-1|0|0.29261363636363635|0.0|0.3293323863636364|0.03680555555555556|Patti
-1|1|0.3293323863636364|0.0|0.3691761363636364|0.03680555555555556|Page
0|0|0.29261363636363635|0.050694444444444445|0.34026988636363636|0.0875|BATH,
0|1|0.34026988636363636|0.050694444444444445|0.37542613636363636|0.0875|N.H.
0|2|0.37542613636363636|0.050694444444444445|0.41097301136363634|0.0875|(AP)
0|3|0.41097301136363634|0.050694444444444445|0.4250355113636363|0.0875|--
0|4|0.4250355113636363|0.050694444444444445|0.4562855113636363|0.0875|The
0|5|0.4562855113636363|0.050694444444444445|0.4906605113636363|0.0875|year
0|6|0.4906605113636363|0.050694444444444445|0.5242542613636363|0.0875|was
0|7|0.5242542613636363|0.050694444444444445|0.5633167613636363|0.0875|1946
0|8|0.5633167613636363|0.050694444444444445|0.6051136363636364|0.0875|when
0|9|0.6051136363636364|0.050694444444444445|0.6433948863636363|0.0875|Jack
0|10|0.6433948863636363|0.050694444444444445|0.6781605113636363|0.0875|Rael
0|11|0.29261363636363635|0.0875|0.33558238636363635|0.12430555555555556|came
0|12|0.33558238636363635|0.0875|0.35511363636363635|0.12430555555555556|to
0|13|0.35511363636363635|0.0875|0.4008167613636363|0.12430555555555556|Tulsa,
0|14|0.4008167613636363|0.0875|0.44300426136363635|0.12430555555555556|Okla.,
0|15|0.44300426136363635|0.0875|0.4680042613636363|0.12430555555555556|for
0|16|0.4680042613636363|0.0875|0.48245738636363633|0.12430555555555556|a
0|17|0.48245738636363633|0.0875|0.5629261363636363|0.12430555555555556|one-nighter
0|18|0.5629261363636363|0.0875|0.5969105113636364|0.12430555555555556|with
0|19|0.5969105113636364|0.0875|0.6113636363636363|0.12430555555555556|a
0|20|0.6113636363636363|0.0875|0.6719105113636363|0.12430555555555556|Chicago
0|21|0.29261363636363635|0.12430555555555556|0.33441051136363636|0.16111111111111112|band,
0|22|0.33441051136363636|0.12430555555555556|0.3957386363636364|0.16111111111111112|checked
0|23|0.3957386363636364|0.12430555555555556|0.4269886363636363|0.16111111111111112|into
0|24|0.4269886363636363|0.12430555555555556|0.45276988636363635|0.16111111111111112|his
0|25|0.45276988636363635|0.12430555555555556|0.49183238636363635|0.16111111111111112|hotel
0|26|0.49183238636363635|0.12430555555555556|0.5332386363636363|0.16111111111111112|room
0|27|0.5332386363636363|0.12430555555555556|0.5640980113636364|0.16111111111111112|and
0|28|0.5640980113636364|0.12430555555555556|0.6137073863636363|0.16111111111111112|flicked
0|29|0.6137073863636363|0.12430555555555556|0.6367542613636363|0.16111111111111112|on
0|30|0.6367542613636363|0.12430555555555556|0.6637073863636364|0.16111111111111112|the
0|31|0.29261363636363635|0.16111111111111112|0.33636363636363636|0.19791666666666666|radio.
1|0|0.29261363636363635|0.21180555555555555|0.33362926136363635|0.24861111111111112|Clara
1|1|0.33362926136363635|0.21180555555555555|0.3660511363636364|0.24861111111111112|Ann
1|2|0.3660511363636364|0.21180555555555555|0.41956676136363635|0.24861111111111112|Fowler,
1|3|0.41956676136363635|0.21180555555555555|0.44495738636363635|0.24861111111111112|18,
1|4|0.44495738636363635|0.21180555555555555|0.4652698863636363|0.24861111111111112|of
1|5|0.4652698863636363|0.21180555555555555|0.5160511363636363|0.24861111111111112|nearby
1|6|0.5160511363636363|0.21180555555555555|0.5937855113636363|0.24861111111111112|Claremore,
1|7|0.5937855113636363|0.21180555555555555|0.6648792613636363|0.24861111111111112|happened
