paragraph_id|label_id|x1|y1|x2|y2|text
0|0|0.29261363636363635|0.0|0.3508167613636364|0.03680555555555556|`BLUES'
0|1|0.3508167613636364|0.0|0.4301136363636363|0.03680555555555556|PROTESTS
0|2|0.4301136363636363|0.0|0.4789417613636363|0.03680555555555556|BEING
0|3|0.4789417613636363|0.0|0.5137073863636363|0.03680555555555556|CUT
0|4|0.5137073863636363|0.0|0.5383167613636364|0.03680555555555556|BY
0|5|0.5383167613636364|0.0|0.5726917613636363|0.03680555555555556|CBS
0|6|0.5726917613636363|0.0|0.6191761363636363|0.03680555555555556|FROM
0|7|0.6191761363636363|0.0|0.6640980113636363|0.03680555555555556|TONY
0|8|0.29261363636363635|0.03680555555555556|0.3418323863636364|0.07361111111111111|SHOW
0|9|0.29261363636363635|0.0875|0.3312855113636364|0.12430555555555556|NEW
0|10|0.3312855113636364|0.0875|0.3750355113636364|0.12430555555555556|YORK
0|11|0.3750355113636364|0.0875|0.38909801136363636|0.12430555555555556|--
0|12|0.38909801136363636|0.0875|0.4203480113636363|0.12430555555555556|The
0|13|0.4203480113636363|0.0875|0.48128551136363634|0.12430555555555556|morning
0|14|0.48128551136363634|0.0875|0.5183948863636363|0.12430555555555556|after
0|15|0.5183948863636363|0.0875|0.5453480113636363|0.12430555555555556|the
0|16|0.5453480113636363|0.0875|0.5844105113636363|0.12430555555555556|Tony
0|17|0.5844105113636363|0.0875|0.6410511363636363|0.12430555555555556|Awards
0|18|0.29261363636363635|0.12430555555555556|0.3789417613636364|0.16111111111111112|ceremonies,
0|19|0.3789417613636364|0.12430555555555556|0.3933948863636364|0.16111111111111112|it
0|20|0.3933948863636364|0.12430555555555556|0.4426136363636363|0.16111111111111112|wasn't
0|21|0.4426136363636363|0.12430555555555556|0.46956676136363634|0.16111111111111112|the
0|22|0.46956676136363634|0.12430555555555556|0.5277698863636363|0.16111111111111112|winners
0|23|0.5277698863636363|0.12430555555555556|0.5598011363636364|0.16111111111111112|that
0|24|0.5598011363636364|0.12430555555555556|0.6125355113636364|0.16111111111111112|theater
0|25|0.29261363636363635|0.16111111111111112|0.38909801136363636|0.19791666666666666|professionals
0|26|0.38909801136363636|0.16111111111111112|0.42737926136363635|0.19791666666666666|were
0|27|0.42737926136363635|0.16111111111111112|0.47737926136363634|0.19791666666666666|talking
0|28|0.47737926136363634|0.16111111111111112|0.5254261363636363|0.19791666666666666|about.
0|29|0.5254261363636363|0.16111111111111112|0.5402698863636364|0.19791666666666666|It
0|30|0.5402698863636364|0.16111111111111112|0.5738636363636364|0.19791666666666666|was
0|31|0.5738636363636364|0.16111111111111112|0.6008167613636364|0.19791666666666666|the
0|32|0.6008167613636364|0.16111111111111112|0.6590198863636363|0.19791666666666666|musical
0|33|0.29261363636363635|0.19791666666666666|0.34925426136363635|0.23472222222222222|number
0|34|0.34925426136363635|0.19791666666666666|0.38714488636363636|0.23472222222222222|from
0|35|0.38714488636363636|0.19791666666666666|0.4066761363636363|0.23472222222222222|"""It"
0|36|0.4066761363636363|0.19791666666666666|0.4418323863636363|0.23472222222222222|Ain't
0|37|0.4418323863636363|0.19791666666666666|0.4945667613636363|0.23472222222222222|Nothin'
0|38|0.4945667613636363|0.19791666666666666|0.5219105113636363|0.23472222222222222|but
0|39|0.5219105113636363|0.19791666666666666|0.5488636363636363|0.23472222222222222|the
0|40|0.5488636363636363|0.19791666666666666|0.5965198863636363|0.23472222222222222|"Blues"""
0|41|0.5965198863636363|0.19791666666666666|0.6285511363636364|0.23472222222222222|that
0|42|0.6285511363636364|0.19791666666666666|0.6621448863636363|0.23472222222222222|was
0|43|0.29261363636363635|0.23472222222222222|0.35316051136363635|0.27152777777777776|dropped
0|44|0.35316051136363635|0.23472222222222222|0.39105113636363636|0.27152777777777776|from
0|45|0.39105113636363636|0.23472222222222222|0.41800426136363633|0.27152777777777776|the
0|46|0.41800426136363633|0.23472222222222222|0.4523792613636363|0.27152777777777776|CBS
